"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.access_code","Input.engine","Input.additional_data","Answer.assistant_improvement.1","Answer.assistant_improvement.2","Answer.assistant_improvement.3","Answer.assistant_improvement.4","Answer.assistant_improvement.5","Answer.consent.checked","Answer.edit_amount.1","Answer.edit_amount.2","Answer.edit_amount.3","Answer.edit_amount.4","Answer.edit_amount.5","Answer.helpfulness.1","Answer.helpfulness.2","Answer.helpfulness.3","Answer.helpfulness.4","Answer.helpfulness.5","Answer.model-adjectives","Answer.verification-code","Approve","Reject"
"3U74KRR67MF9CAOCQC5KMFLMJSBTNB","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:10 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:10 PDT 2022","","","3H0W84IWBLWVO9W0JR27KXMMEHQRE8","2cf775109e6a8e128d74e2deb2ba5cb1","Approved","Thu Sep 29 15:45:39 PDT 2022","Thu Sep 29 16:01:13 PDT 2022","Sun Oct 02 16:01:13 PDT 2022","Sun Oct 02 16:01:57 PDT 2022","","","934","100% (18/18)","100% (5/5)","100% (5/5)","8d96df94a2ed4629ad9388618b27ae40","ai21/j1-jumbo","0","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","incomplete, frustrating, misleading","02e829866c92492c8d5a115dd271340b"
"3ZZAYRN1I6LRUVOORR5X14LR92GTOQ","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:10 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:10 PDT 2022","","","3YMTUJH0DTAQCMCZYAVPBQBDPDK4TJ","5491b18afebc855a23b30ebe312f81e8","Approved","Thu Sep 29 14:19:27 PDT 2022","Thu Sep 29 14:43:19 PDT 2022","Sun Oct 02 14:43:19 PDT 2022","Sun Oct 02 14:43:57 PDT 2022","","","1432","100% (1138/1138)","100% (6/6)","100% (6/6)","30c3f4885bd54874bd6d52ecf963ca27","openai/davinci","1","false","false","true","false","false","true","false","false","true","false","false","false","false","false","false","true","smart, short","9f41e41e1167404896c09b91f66c92f9"
"3XJOUITW8ULUF71464X1Q9GRO3YQTV","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:10 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:10 PDT 2022","","","3A0EX8ZRN9I6E7W2NVSBRL9YE7OBYQ","2cf775109e6a8e128d74e2deb2ba5cb1","Approved","Thu Sep 29 15:03:39 PDT 2022","Thu Sep 29 15:20:20 PDT 2022","Sun Oct 02 15:20:20 PDT 2022","Sun Oct 02 15:20:57 PDT 2022","","","1001","100% (18/18)","100% (5/5)","100% (5/5)","6be94bc5a79e47218e76082534ebb506","openai/text-davinci-001","2","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","incomplete, broken, struggling","ba672afa57f04cddaf07320707d9b21f"
"3SU800BH86M9FKGT69NBV52T7H5QUM","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:11 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:11 PDT 2022","","","3VJ40NV2QJHUGFMHHUAYPOHI64QTOO","2cf775109e6a8e128d74e2deb2ba5cb1","Approved","Thu Sep 29 15:20:32 PDT 2022","Thu Sep 29 15:45:34 PDT 2022","Sun Oct 02 15:45:34 PDT 2022","Sun Oct 02 15:45:57 PDT 2022","","","1502","100% (18/18)","100% (5/5)","100% (5/5)","8b744f2bb3024bf18e48ae136a6e5f0f","openai/text-babbage-001","3","false","true","false","false","false","true","false","false","false","true","false","false","true","false","false","false","inaccurate, incomplete, unhelpful","bd98e3c1f59e440289af6cf8de8514be"
"378G7J1SJLSXALFTSI7CJCYC9USEWX","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:11 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:11 PDT 2022","","","3JZQSN0I3R4W5XNIYRS13BTFO9LFG9","5491b18afebc855a23b30ebe312f81e8","Approved","Thu Sep 29 14:20:30 PDT 2022","Thu Sep 29 16:13:58 PDT 2022","Sun Oct 02 16:13:58 PDT 2022","Sun Oct 02 16:14:57 PDT 2022","","","6808","100% (1138/1138)","100% (6/6)","100% (6/6)","67b39dfcdb0c442f84f93ffb173dc725","ai21/j1-jumbo","4","false","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","decent, succinct","12b1f4463f154a35bcf6a8d2fc29f11e"
"3ZTE0JGGCEMA8EMD55A7CULNLGGOC2","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:11 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:11 PDT 2022","","","369J354OFE40M4U7XYPX95G2VAJG68","8cd5c241d19bd39c83557e684c5c0ce4","Approved","Thu Sep 29 14:25:39 PDT 2022","Thu Sep 29 15:33:13 PDT 2022","Sun Oct 02 15:33:13 PDT 2022","Sun Oct 02 15:33:57 PDT 2022","","","4054","100% (73/73)","100% (7/7)","100% (7/7)","69be4f4f279649958c29f95c39f80ce4","openai/davinci","5","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","short, removing details, concise","48f4802b5b2e43a69d685c69a8727804"
"359AP8GAGGE3N8UEOJT518ZSVR6C70","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:11 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:11 PDT 2022","","","35BLDD71I7RLSB4DOYLU64C7NT2ZV5","8cd5c241d19bd39c83557e684c5c0ce4","Approved","Thu Sep 29 14:19:35 PDT 2022","Thu Sep 29 14:42:13 PDT 2022","Sun Oct 02 14:42:13 PDT 2022","Sun Oct 02 14:42:57 PDT 2022","","","1358","100% (73/73)","100% (7/7)","100% (7/7)","f3cd7a1c766b4c0ca461192d63b9cdf2","openai/text-davinci-001","6","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","true","Accurate, straight to the point.","b918e982dc4d4c61905ebd0b415535a5"
"33EEIIWHK719SZ5TBZXGRR4CLOEQVB","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:11 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:11 PDT 2022","","","3X08E93BHWCYPB51LLGBXE3D1WJ66Z","2cf775109e6a8e128d74e2deb2ba5cb1","Approved","Thu Sep 29 14:48:15 PDT 2022","Thu Sep 29 15:03:29 PDT 2022","Sun Oct 02 15:03:29 PDT 2022","Sun Oct 02 15:03:57 PDT 2022","","","914","100% (18/18)","100% (5/5)","100% (5/5)","4e19731d6812486a95853ead7fc035c5","openai/text-babbage-001","7","false","true","false","false","false","true","false","false","false","false","true","false","true","false","false","false","incomplete, inaccurate, unhelpful","1e12880b51d34b36855b10c20b093f51"
"3Q9SPIIRWJGUK8YHCD5QNT8LOFUWAK","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:11 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:11 PDT 2022","","","32M8BPYGAUGGFOP8ZZYM686741EGI2","2cf775109e6a8e128d74e2deb2ba5cb1","Approved","Thu Sep 29 14:25:59 PDT 2022","Thu Sep 29 14:46:50 PDT 2022","Sun Oct 02 14:46:50 PDT 2022","Sun Oct 02 14:46:57 PDT 2022","","","1251","100% (18/18)","100% (5/5)","100% (5/5)","84513ef50f75430fbb2c365b28a47a0b","ai21/j1-jumbo","8","true","false","false","false","false","true","false","false","false","false","true","true","false","false","false","false","poor, frustrating, undependable, inaccurate","0e6341d5070b47129bae16039801e5dc"
"3NKW03WTLM1M7O5Y192CDTNQSXGQWL","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Thu Sep 29 14:19:12 PDT 2022","1","BatchId:4881944;OriginalHitTemplateId:928390828;","7200","259200","Thu Oct 06 14:19:12 PDT 2022","","","3GM6G9ZBKOR6GC154EVLXKSDB45TM3","11b8946a60dd71196cd76f5f49851574","Approved","Thu Sep 29 14:23:30 PDT 2022","Thu Sep 29 15:28:08 PDT 2022","Sun Oct 02 15:28:08 PDT 2022","Sun Oct 02 15:28:57 PDT 2022","","","3878","100% (285/285)","100% (2/2)","100% (2/2)","4184c79dae7f4187b327a13e57d66fa0","ai21/j1-jumbo","9","false","false","false","false","true","true","false","false","false","true","false","false","false","false","false","true","quite good","ffba002405bb49ffa9730d3a46668c8d"
