"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.access_code","Input.engine","Input.additional_data","Answer.assistant_improvement.1","Answer.assistant_improvement.2","Answer.assistant_improvement.3","Answer.assistant_improvement.4","Answer.assistant_improvement.5","Answer.consent.checked","Answer.edit_amount.1","Answer.edit_amount.2","Answer.edit_amount.3","Answer.edit_amount.4","Answer.edit_amount.5","Answer.helpfulness.1","Answer.helpfulness.2","Answer.helpfulness.3","Answer.helpfulness.4","Answer.helpfulness.5","Answer.model-adjectives","Answer.verification-code","Approve","Reject"
"32LAQ1JNT9JM708LNDH60ADGROVTUU","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:28 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:28 PDT 2022","","","3ERMJ6L4DZMJIE4YRBSKSO0VM3P7M8","d77d60e197e1bd06f21d78aef779b54c","Approved","Thu Sep 29 01:08:24 PDT 2022","Thu Sep 29 02:08:40 PDT 2022","Sun Oct 02 02:08:40 PDT 2022","Sun Oct 02 02:08:54 PDT 2022","","","3616","100% (463/463)","100% (5/5)","100% (5/5)","1ac28c0b9b394d39941eb73b04c66e7c","openai/text-babbage-001","0","false","false","true","false","false","true","false","false","true","false","false","false","false","false","true","false","simple","6018bc194f8f47ba81737eed89fd7842"
"3B6F54KMR265J348WP2WF3CXE8JS14","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:28 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:28 PDT 2022","","","3JNQLM5FT5GSQVP7LNAAWK4YBIEL25","d77d60e197e1bd06f21d78aef779b54c","Approved","Thu Sep 29 02:41:31 PDT 2022","Thu Sep 29 03:53:18 PDT 2022","Sun Oct 02 03:53:18 PDT 2022","Sun Oct 02 03:53:54 PDT 2022","","","4307","100% (463/463)","100% (5/5)","100% (5/5)","2d060a2e2a00471498c52b10979c22b6","ai21/j1-jumbo","1","true","false","false","false","false","true","false","false","false","false","true","true","false","false","false","false","useless, inconsistent","5f7b6c99ae9643b7819ee80b3db2cce3"
"32CAVSKPCEJLYGWCLUXWU4ULZ551UU","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:28 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:28 PDT 2022","","","3U0SRXB7CEZZIF9DCQ5QAKGVS5YRNW","f0b7bf81cff0f7f15757c1ac7f8ae746","Approved","Thu Sep 29 04:58:28 PDT 2022","Thu Sep 29 05:58:15 PDT 2022","Sun Oct 02 05:58:15 PDT 2022","Sun Oct 02 05:58:56 PDT 2022","","","3587","100% (8/8)","100% (1/1)","100% (1/1)","b3676e44f66042ddb1ba1e28de017706","openai/davinci","2","true","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","helpful; brief; clear; minimal","6ba5b7e355d442a6af7fed4af5a1249b"
"3ATYLI1PRTWXGSSJFXRTZYYIB0GJO2","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:28 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:28 PDT 2022","","","3W8CV64QJ3T14JRGFBAREFJ507G9HF","f3cce8c83fed3f1d9216ea35efa1d765","Approved","Thu Sep 29 03:06:53 PDT 2022","Thu Sep 29 03:50:54 PDT 2022","Sun Oct 02 03:50:54 PDT 2022","Sun Oct 02 03:51:54 PDT 2022","","","2641","100% (186/186)","100% (2/2)","100% (2/2)","5b91a43724db4f66b2774634264d41cb","openai/text-davinci-001","3","false","false","false","false","true","true","false","false","true","false","false","false","false","false","false","true","helpful, accurate","ed19bd65d7e94dfd969aa5d140eab155"
"3RTFSSG7T80BGRPL94UGW7OWIRKWLT","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:28 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:28 PDT 2022","","","3TAYZSBPLM2FU8KX5W7B86IT3CK2SY","07f320faed67b2aece0fb3bde1f87998","Approved","Thu Sep 29 00:02:04 PDT 2022","Thu Sep 29 00:26:05 PDT 2022","Sun Oct 02 00:26:05 PDT 2022","Sun Oct 02 00:26:54 PDT 2022","","","1441","100% (148/148)","100% (4/4)","100% (4/4)","2bce4d9d69ee445a9828ec4b89a21b5a","openai/text-babbage-001","4","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","smart, efficient, worthwhile","7d706733bdf94fc483b8327eef3b42ed"
"3XQ4XW3OD96C8OM4FT2AKMM26EXS2L","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:28 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:28 PDT 2022","","","3IHR8NYAM8VSKUJSHTM56GAG06D4PK","b3d7cef6025c405a32e821b15d0da84c","Approved","Thu Sep 29 03:47:59 PDT 2022","Thu Sep 29 04:07:06 PDT 2022","Sun Oct 02 04:07:06 PDT 2022","Sun Oct 02 04:07:54 PDT 2022","","","1147","100% (23/23)","100% (4/4)","100% (3/3)","37e4992d87964ceeb10e988b2e4d2e55","ai21/j1-jumbo","5","false","false","false","true","false","true","false","true","false","false","false","false","false","false","false","true","smart, helpful, consistent","8945ad0f6c034166bec7247511213548"
"3A3KKYU7P3BVM9769GVVWK3LIWAWMV","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:28 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:28 PDT 2022","","","32KTQ2V7RE9NWXSR68Q46KR1HT89MH","ca8f171d201e05ab91f1f9c21ec5de41","Approved","Wed Sep 28 21:04:31 PDT 2022","Wed Sep 28 22:36:51 PDT 2022","Sat Oct 01 22:36:51 PDT 2022","Sat Oct 01 22:37:46 PDT 2022","","","5540","100% (62/62)","100% (1/1)","100% (1/1)","fe1190d18c9d43cba467e1f353fc074b","openai/davinci","6","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","true","concise, brief","3af887d1376041dbbcd9f2d14b74cac0"
"3DWGDA5POFYLBVLCQK71QQW4DCE1VJ","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:29 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:29 PDT 2022","","","3KB8R4ZV1F16SGB2TP65KL2U976BGS","af3f7188d260a53a70617fe04b0ede2f","Approved","Thu Sep 29 03:27:58 PDT 2022","Thu Sep 29 04:18:15 PDT 2022","Sun Oct 02 04:18:15 PDT 2022","Sun Oct 02 04:18:54 PDT 2022","","","3017","100% (75/75)","100% (2/2)","100% (2/2)","cc3db8e4afaa46bdac406d9157926dc8","openai/text-davinci-001","7","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","true","Capable, useful, effective, well-done.","c459ee68cbfd40679cfd00e374a849a1"
"39TX062QX1I9PN4MD3M2248MR703XG","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:29 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:29 PDT 2022","","","340UGXU9DZV46CA3IBMMPCXSL71VUI","38ea1a52e9068b7b16b159d77139ee61","Approved","Thu Sep 29 03:29:02 PDT 2022","Thu Sep 29 04:08:13 PDT 2022","Sun Oct 02 04:08:13 PDT 2022","Sun Oct 02 04:08:54 PDT 2022","","","2351","100% (49/49)","100% (1/1)","100% (1/1)","a20e48377bee4a46a6dd630459f77e61","openai/text-babbage-001","8","false","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","Concise, decent, good enough","ec1499bad57d4b8a8449e4ed7c7ba7e1"
"33NOQL7T9OTKVFA7Q25JQ6W8FTPZ80","3WO7ZNC6SL01H5ETSDM2JU6VX468DX","Evaluate and edit AI-generated summaries (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate ten AI-generated summaries and edit them to be consistent with corresponding articles","summarization, text, language, evaluation, text generation, text editing","$10.00","Wed Sep 28 18:50:29 PDT 2022","1","BatchId:4879186;OriginalHitTemplateId:928390828;","7200","259200","Wed Oct 05 18:50:29 PDT 2022","","","3JNQLM5FT5GSQVP7LNAAWK4YBIG2LO","b3d7cef6025c405a32e821b15d0da84c","Approved","Thu Sep 29 03:49:33 PDT 2022","Thu Sep 29 05:13:59 PDT 2022","Sun Oct 02 05:13:59 PDT 2022","Sun Oct 02 05:14:56 PDT 2022","","","5066","100% (23/23)","100% (4/4)","100% (3/3)","826474464a6e4e629679a68120d357aa","openai/davinci","9","false","false","false","true","false","true","false","true","false","false","false","false","false","false","false","true","helpful, smart, coherent","d9ec9c1f08094f99bf61b2cdd9bac9b7"
