"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.goal","Input.scenario_instructions","Input.url","Answer.consent.checked","Answer.survey-code","Approve","Reject"
"3WJGKMRWVI3J4HVOFWWR109OFJ3CDJ","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","3Z4XG4ZF49LYC48LFNMZH5COQOTX8Z","592950eb7ea544577a85a382d78b6a65","Approved","Wed Jun 01 12:07:11 PDT 2022","Wed Jun 01 13:42:25 PDT 2022","Sat Jun 04 13:42:25 PDT 2022","Sat Jun 04 13:43:11 PDT 2022","","","5714","100% (1/1)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: I felt caring when i helped an elderly lady carry her bags to her door.  She was struggling to carry some heavy bags and i offered her help.","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=8fa00e7c-5dd3-4824-9f33-913cdf8d923d&user_id=8c26eed0-9926-4e7e-b017-fe5d6e81ebb5","true","dinosaur"
"3JTPR5MTZS66J2SJS3V6R7Y47BE5KH","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","3JMSRU9HQJONHGDHSB7HLUBPLGJVET","7c322b4358666ed2bd139b52f276e10e","Approved","Wed Jun 01 10:00:39 PDT 2022","Wed Jun 01 11:03:28 PDT 2022","Sat Jun 04 11:03:28 PDT 2022","Sat Jun 04 11:04:03 PDT 2022","","","3769","100% (1/1)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: I had just moved to Texas and my boyfriend took me to Kemah boardwalk. It made me think of times I spent vacationing back home.","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=73d3cb42-8182-4ff6-9909-bd7d6df7946b&user_id=c45d3ec9-6d81-47c7-a76d-002bd85eb3b8","true","dinosaur"
"3VW0145YLY69GP772HCG7U9DEH4MJP","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","3Q8GYXHFEQWRMOEOQTJ9R8HNNG55C4","d68fdade6dbdb8c5dbbfc2b5792c3cba","Approved","Wed Jun 01 10:00:40 PDT 2022","Wed Jun 01 10:16:55 PDT 2022","Sat Jun 04 10:16:55 PDT 2022","Sat Jun 04 10:17:03 PDT 2022","","","975","100% (302/302)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=a26c8586-f005-4f91-b98b-dd0a7c52b4b5&user_id=92a27ce1-be6c-48f9-b49b-906d067a6b71","true","dinosaur"
"3Y7LTZE0YTGITCHKT56OMYEXA1JZUE","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","38JBBYETQP4ON3U28F6UC4BC8WNE41","24471a9be393d0b35906f28220634a5c","Approved","Wed Jun 01 10:08:15 PDT 2022","Wed Jun 01 10:32:41 PDT 2022","Sat Jun 04 10:32:41 PDT 2022","Sat Jun 04 10:33:03 PDT 2022","","","1466","100% (4/4)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: I was holding my son over my head, playing with him. A few seconds after doing so, a gush of throw up hit me in the face.","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=2c5ec061-f57c-4810-82de-0ecfe28e5081&user_id=fba84aac-8735-45f0-91c4-9ea58b751e02","true","dinosaur"
"3OZ4VAIBEX9S6C1GG9D7UQSQ5AGJV3","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","31Z0PCVWUL9NV9UI08TWE2VN2807T4","1008959e001ee5cb0fa4768b5e39768e","Approved","Wed Jun 01 11:23:54 PDT 2022","Wed Jun 01 11:52:44 PDT 2022","Sat Jun 04 11:52:44 PDT 2022","Sat Jun 04 11:53:03 PDT 2022","","","1730","100% (25/25)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=a4fe17ab-50b0-4451-ad79-d645b15bcf7f&user_id=dc76d85b-03bd-4571-88d6-4d0c0ee70238","true","dinosaur"
"37VHPF5VYCX7NMZXYOLBF8VN4S68C9","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","3GGAI1SQEWSPUVZUIS0V8AS99BVCM1","b385ae0968cd92d275a585c4ad6a6a12","Approved","Wed Jun 01 10:00:39 PDT 2022","Wed Jun 01 10:19:14 PDT 2022","Sat Jun 04 10:19:14 PDT 2022","Sat Jun 04 10:20:03 PDT 2022","","","1115","100% (3/3)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: I was very happy when my grandmother gave me a scooter","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=b6b54e8b-c884-4b75-b64f-551a45a1a53e&user_id=13f5c60f-264a-4763-bfef-6bbeec0da501","true","dinosaur"
"39RRBHZ0AUVI6R6KYVGTIKGGO8SZV3","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","3MX2NQ3YCAOFPMPJHPFW5L2XOYSX5X","bbc4c60a45f8b15fe88a2c01f4a72c33","Approved","Wed Jun 01 10:00:40 PDT 2022","Wed Jun 01 10:10:52 PDT 2022","Sat Jun 04 10:10:52 PDT 2022","Sat Jun 04 10:11:03 PDT 2022","","","612","100% (3/3)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=918e4c84-29c8-47f8-a97c-a3677985bd5e&user_id=6fbcd883-5a58-419b-a045-c2529945d5d2","true","dinosaur"
"3WGZLY9VCHGHSE5BYKGMZED5PSI8D9","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","3FQ5JJ512MIDVBWIM6WT98UHJADNKO","2d55b427d5667a2642f16def2581ce83","Approved","Wed Jun 01 10:00:39 PDT 2022","Wed Jun 01 11:52:28 PDT 2022","Sat Jun 04 11:52:28 PDT 2022","Sat Jun 04 11:53:03 PDT 2022","","","6709","100% (2/2)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: I'm overly excited today because will be flying outside the country for the first time tomorrow.","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=46cbad04-7a3f-4f5d-984d-475ec3db0739&user_id=fd770275-fc54-4d76-abc7-b14202e3e7c0","true","dinosaur"
"3TX9T2ZCB9VVLG6PO5LP4MZUVHUZWD","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","3K4J6M3CXFN1966ANB69PAIODMYAGP","b9535c2ec026ce8785af6636a13ae76b","Approved","Wed Jun 01 10:00:39 PDT 2022","Wed Jun 01 10:11:46 PDT 2022","Sat Jun 04 10:11:46 PDT 2022","Sat Jun 04 10:12:03 PDT 2022","","","667","100% (1/1)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: Today,as i was leaving for work in the morning,i had a tire burst in the middle of a busy road. That scared the hell out of me!","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=283fb586-5857-4b46-afb5-71453c4a7681&user_id=85429566-3860-459d-ab95-b7229b36a050","true","dinosaur"
"385MDVINFC95L11L6JI3GSB4CJIJWD","3EKS5N8MHUAX9CV2THNQNBJCOH3IZU","Talk with a chatbot and answer survey","Have a conversation with a chatbot and answer survey questions about your experience","chatbot, conversation, dialogue","$3.00","Wed Jun 01 10:00:19 PDT 2022","1","BatchId:4752231;OriginalHitTemplateId:920937340;","7200","259200","Sat Jun 04 10:00:19 PDT 2022","","","378XPAWRUD7F5XC5DZ6CAMV4SZWAIN","11e6ce90187a0992ce2b81da1deeb69a","Approved","Wed Jun 01 10:50:23 PDT 2022","Wed Jun 01 11:50:10 PDT 2022","Sat Jun 04 11:50:10 PDT 2022","Sat Jun 04 11:51:03 PDT 2022","","","3587","100% (4/4)","0% (0/0)","0% (0/0)","Discuss your emotions as if you were in this situation: When my current girlfriend said yes to dating me.","When you start the chat, you will be given a scenario to discuss. For example, you may have the scenario “I lost my keys this morning. It was very stressful.” During the conversation, please talk as though you have experienced the scenario given. For this scenario, you might say something like “I had such a stressful morning! I couldn’t find my keys anywhere.” The goal of this task is to evaluate how well the chatbot communicates empathetically.","http://35.202.162.13:80/dialogue/interface?run_name=empatheticdialogues:annotation_stage=mturk,user_initiated=True,begin=0,end=10,model=davinci,batch=4&interaction_trace_id=f485eb3e-7866-4926-ab54-b91d7b8ded11&user_id=f7b7b80b-7e53-4fdf-89ee-5b931b0a426c","true","dinosaur"
